subject	article_name	doi	species_id	species_name	interaction_id	interaction_name	sentence
Ecology	PLoS_One-5-7-2910738	10.1371/journal.pone.0011808	Lep-280370.0|Dip-63046|URM-2-128|Kew-294058|MOS-35100339|URM-Cn-8877|ITS-94248|ITS-725117|ITS-66664|Ple-433|Alg-26211|ITS-78370|Dip-Syn-73415|ASF-4534|Ast-Syn-41145|ITS-78409|ITS-55384|ITS-20553|ITS-89573|ITS-557342|ITS-85417|Oph-243170|Lep-65374.0|Alg-18556|ITS-508290|ITS-186051|Dip-109945|ITS-698922|ITS-203060|Dip-77687|Alg-17969|ITS-44897|ICH-90193339|ICH-90237051|Alg-4614|Alg-12796|ITS-93350|Lep-261302.0|Ple-Syn-343|Fis-61303|Oph-242722|Lep-149279.0|ITS-203476|Ast-25827|URM-Cn-1700|ITS-509166|Alg-59869|Alg-3885|Alg-12181|FLO-s15522|Dip-Syn-51648|Ast-3899|Ple-Syn-63|ITS-66685|Cha-119|Ara-023731|Lep-261614.0|URM-2-1933|Dip-Syn-113263|Alg-4905|Ara-023699|Lep-208373.0|Lep-261995.0|URM-Cn-5001|URM-Cn-8912|ITS-543124|Alg-17243|ITS-68156|Lep-253431.0|ITS-656971|Ros-13886|ITS-81312|ITS-743636|Alg-12111|ITS-174789|ITS-550442|ITS-67503|ITS-23508|Lep-145686.0|ITS-725363,Cha-1964|ASF-5104|Mus-Syn-648|Por-170228|Oph-242921|Lep-280481.0|Cer-S-59759|Cer-S-17222	A. pacifica,A. crypta	interaction:022:hybridising,interaction:022:hybridising,interaction:002:symbiosis	hybridization,FISH,symbionts	Images of Fluorescence  in situ  hybridization (FISH) microscopy of bacterial symbionts in transverse sections of gill filaments of  A. pacifica  (A, B) and  A. crypta  (C, D) are shown.
Ecology	PLoS_One-5-7-2910738	10.1371/journal.pone.0011808	NZ-29365,NZ-29355	Gigantidas gladius,Bathymodiolus tangaroa	interaction:002:symbiosis	symbiotic	A. crypta  was associated with other intracellular-symbiotic mussels and formed a monophyletic group with three other deep-sea mussels,  Gigantidas gladius ,  Bathymodiolus mauritanicus  and  Bathymodiolus tangaroa , inhabiting hydrothermal vents or seeps in all three phylogenetic trees ( Fig. 5 ).
Ecology	PLoS_One-5-7-2910738	10.1371/journal.pone.0011808	Lep-280370.0|Dip-63046|URM-2-128|Kew-294058|MOS-35100339|URM-Cn-8877|ITS-94248|ITS-725117|ITS-66664|Ple-433|Alg-26211|ITS-78370|Dip-Syn-73415|ASF-4534|Ast-Syn-41145|ITS-78409|ITS-55384|ITS-20553|ITS-89573|ITS-557342|ITS-85417|Oph-243170|Lep-65374.0|Alg-18556|ITS-508290|ITS-186051|Dip-109945|ITS-698922|ITS-203060|Dip-77687|Alg-17969|ITS-44897|ICH-90193339|ICH-90237051|Alg-4614|Alg-12796|ITS-93350|Lep-261302.0|Ple-Syn-343|Fis-61303|Oph-242722|Lep-149279.0|ITS-203476|Ast-25827|URM-Cn-1700|ITS-509166|Alg-59869|Alg-3885|Alg-12181|FLO-s15522|Dip-Syn-51648|Ast-3899|Ple-Syn-63|ITS-66685|Cha-119|Ara-023731|Lep-261614.0|URM-2-1933|Dip-Syn-113263|Alg-4905|Ara-023699|Lep-208373.0|Lep-261995.0|URM-Cn-5001|URM-Cn-8912|ITS-543124|Alg-17243|ITS-68156|Lep-253431.0|ITS-656971|Ros-13886|ITS-81312|ITS-743636|Alg-12111|ITS-174789|ITS-550442|ITS-67503|ITS-23508|Lep-145686.0|ITS-725363,ITS-81692|ITS-81484	A. pacifica,clam	interaction:002:symbiosis,interaction:002:symbiosis	symbiont,symbionts	Neither symbiont within  A. pacifica  showed specific distribution patterns within the gill tissues, unlike two symbionts of the hadal thyasirid clam  Maorithyas hadalis  that showed spatial partitioning in its gills  [43] .
Ecology	PLoS_One_2011_Aug_9_6(8)_e22881	10.1371/journal.pone.0022881	ITS-567928,ITS-157971	M. trossulus,S. franciscanus	interaction:020:limiting	limit	To remain conservative, and because there is ultimately a limit to how quickly larvae can develop, we combined this decay function with an arbitrary decrease in fitness towards unrealistically short development times, such that a stable optimum would occur at intermediate larval durations, equal to the mean development time at ambient CO 2  (30 days for  M. trossulus  and 50 days for  S. franciscanus ).
Ecology	PLoS_One_2010_Jun_30_5(6)_e11395	10.1371/journal.pone.0011395	Fis-29960,Fis-29960,ITS-40796	grass,grass,Festuca rubra	interaction:002:symbiosis	symbioses	Materials and Methods Study system To capture the breadth of variability inherent in grass-endophyte symbioses, as a suitable model we selected wild populations of a native grass species, i.e. red fescue ( Festuca rubra  L.)  [29] , in subarctic Finland.
Ecology	PLoS_One_2011_Jul_13_6(7)_e22050	10.1371/journal.pone.0022050	ITS-573082,ITS-180092	chimpanzee,human	interaction:024:relationship	relationship	In the composite images, we examined a seemingly more passive relationship such that the chimpanzee was displayed simply standing next to a human.
Ecology	PLoS_One_2011_Apr_29_6(4)_e18994	10.1371/journal.pone.0018994	ITS-95916,Fis-30583	Lucifer faxoni,whale sharks	interaction:014:eating,interaction:014:eating,interaction:014:eating	feeding,feeding,feeding	Plankton collected in 2008 at the Cabo Catoche feeding site consisted of mixed crustacean zooplankton, with sergestid shrimp ( Lucifer faxoni ) and calanoid copepods occurring in higher abundance within feeding areas than in adjacent areas where whale sharks were not feeding  [9] .
Ecology	PLoS_One_2011_Apr_29_6(4)_e18994	10.1371/journal.pone.0018994	Fis-30583,Fis-22747|Fis-133951|Fis-23277|Fis-23060|Fis-23051|Fis-23240|Fis-23061|Fis-23063|Fis-23050|Fis-23047|Fis-23071|Fis-23064|Fis-23054|Fis-23067|Fis-23066|Fis-23069|Fis-23068|Fis-23059|Fis-23058|Fis-23044|Fis-23222|Fis-49770	whale sharks,sharks	interaction:014:eating,interaction:014:eating	feeding,feeding	Upon reaching the whale sharks, a record was made of the general behavior of the animals (e.g. “feeding” or “not feeding”) and then sharks were selected haphazardly for tagging.
Ecology	PLoS_One-5-4-2861672	10.1371/journal.pone.0010417	ASF-S-1721,ASF-3017,Fis-114122|Fis-23091|Fis-26481|Fis-2478	Aphis nerii,Uroleucon hypochoeridis,soldier	interaction:003:mutualism,interaction:024:relationship,interaction:026:attacking	mutual,relationship,attacks	The aims of the present study are therefore to describe synchronized defensive behaviour in two aphid species ( Aphis nerii  and  Uroleucon hypochoeridis ) which lack both a soldier cast and a mutual relationship with ants and to determine whether collective defense is a more effective mechanism for deterring attacks than solitary defense behavior in each case.
Ecology	PLoS_One-5-4-2861672	10.1371/journal.pone.0010417	ASF-S-1721,ASF-3017	A. nerii,U. hypochoeridis	interaction:014:eating,interaction:023:host	feeding,host	Prerequisites for collective defense In the feeding position most individuals of  A. nerii  and  U. hypochoeridis  colonies preferably face downward on the stalk of their host plants ( Fig. 2A, D ).
Ecology	PLoS_One-5-4-2861672	10.1371/journal.pone.0010417	ASF-S-1721,ITS-30184	A. nerii,Nerium oleander	interaction:014:eating	feeding	In  A. nerii  CTKR was very often observed in those colonies consisting of aphids feeding on shoots or inflorescences of Oleander ( Nerium oleander ).
Ecology	PLoS_One-5-4-2861672	10.1371/journal.pone.0010417	ASF-S-1721,ASF-3017	A. nerii,U. hypochoeridis	interaction:015:interaction	interactions	In such aphid-parasitoid interactions a significantly higher proportion of twitching individuals were active at the same time in  A. nerii  colonies compared to  U. hypochoeridis  colonies (mean ± SD of 8 CTKR responses: 83±14% vs. 64±3%; p<0.05; t-test).
Ecology	PLoS_One-5-4-2861672	10.1371/journal.pone.0010417	ASF-S-1721,ASF-3017,ASF-3017	A. nerii,U. hypochoeridis,U. hypochoeridis	interaction:026:attacking,interaction:026:attacking,interaction:026:attacking,interaction:026:attacking	attacking,attacking,attacking,attacking	Interestingly, CTKR was often followed by a period of immobility of the attacking larvae (mean ± SD of the duration of immobility: a syrphid larvae attacking  A. nerii : 3.9±2.1 s, N = 7; a hemerobiid larvae attacking  U. hypochoeridis : 13.9±1.7 s, N = 5; a coccinellid larvae attacking  U. hypochoeridis : 20.2±11.2 s, N = 5, ambient temperature: 22–25°C).
Ecology	PLoS_One-5-4-2861672	10.1371/journal.pone.0010417	ASF-S-1721,ASF-3017	A. nerii,U. hypochoeridis	interaction:001:predatorprey,interaction:001:predatorprey,interaction:026:attacking,interaction:026:attacking	predator,prey,attacking,attacking	In two of such predator-prey encounters the number of aphids taking part in CTKR positively correlated with the duration of larval immobility (Syrphid larvae attacking  A. nerii : cc = 0.95, p<0.001, N = 7; hemerobiid larvae attacking  U. hypochoeridis : cc = 0.82, p<0.05, N = 8, Spearman Rank Order correlation).
Ecology	PLoS_One-5-4-2861672	10.1371/journal.pone.0010417	ASF-3017,ASF-S-1721	U. hypochoeridis,A. nerii	interaction:026:attacking	attacks	In  U. hypochoeridis  (A and B) colonies and in  A. nerii  (C and D) colonies CTKRs were evoked in the course of attacks of ladybird larvae (A), hemerobiid larvae (B and C) and syrphid larvae (D).
Ecology	PLoS_One-5-4-2861672	10.1371/journal.pone.0010417	ASF-S-1721,ASF-3017	A. nerii,U. hypochoeridis	interaction:023:host	host	Laservibrometry The combination of laservibrometry with video observation revealed that twitching in  A. nerii  and  U. hypochoeridis  colonies generates vibratory signals that can be measured on the surface of respective host plants.
Ecology	PLoS_One-5-4-2861672	10.1371/journal.pone.0010417	ASF-2689,ICH-90216024	Diuraphis noxia,Aphidius matricariae	interaction:026:attacking	attacked	A greater number of defenses per aphid attacked ( Diuraphis noxia ) was found in the parasitoid species  Aphidius asychis , exhibiting longer handling times, compared to the parasitoid wasp  Aphidius matricariae .
Ecology	PLoS_One-5-4-2861672	10.1371/journal.pone.0010417	ASF-S-1721,ASF-3017	A. nerii,U. hypochoeridis	interaction:005:parasitism	parasitism	Therefore, further studies are required in order to demonstrate whether at all CTKR is reducing parasitism in  A. nerii  and  U. hypochoeridis  colonies compared to solitary individuals and to rule out the function of CTKR in encounters with aphidophagous larvae.
Ecology	PLoS_One-5-4-2861672	10.1371/journal.pone.0010417	ICH-90216058,ASF-S-1721	A. colemani,A. nerii	interaction:026:attacking	attacks	Supporting Information Movie S1 Stabbing attacks of the parasitoid wasp  A. colemani  evokes CTKR of an  A. nerii  colony.
Ecology	PLoS_One-5-4-2861672	10.1371/journal.pone.0010417	ICH-90216058,ASF-S-1721	A. colemani,A. nerii	interaction:026:attacking,interaction:014:eating	attacks,feeding	Movie S2 A. colemani  attacks a solitary feeding  A. nerii  individual.
Ecology	PLoS_One_2011_May_11_6(5)_e19069	10.1371/journal.pone.0019069	ITS-183839,Scr-21-.01-.02-.00-.002-.000-.001-.-|Fis-59699|Scr-3594-21-.01-.02-.00-.002-.000-.001-.-|Scr-9478-13-.01-.01-.00-.001-.000-.025-.-|Scr-3610-21-.01-.02-.00-.002-.000-.001-.-|Scr-9341-13-.01-.01-.00-.001-.000-.025-.-|ITS-183838|Dip-175162,ITS-552476,ITS-552476	Bos indicus,B. taurus,water buffalo,Bubalus bubalis	interaction:022:hybridising	hybrids	Results Differences among surveys in diclofenac prevalence and concentration Liver samples were taken from a large number of sites distributed across the northern half of India ( Table 1 ,  Figure 1 ), and came predominantly from carcasses of cattle ( Bos indicus, B. taurus  and hybrids) and water buffalo ( Bubalus bubalis ).
Ecology	PLoS_ONE_2008_Jul_23_3(7)_e2771	10.1371/journal.pone.0002771	Ast-23881|ILD-560|Dip-129066|Lep-30674.0|Lep-138186.0|Rep-Syn-19105|Alg-11125|ASF-S-798|Kew-27952|ASF-2437|ITS-207181|ITS-664006|BSF-S-1780|Psy-410|Cer-31792|Kew-21535|Lep-71900.0|Fis-34135|URM-2-4254|Mus-Syn-1874|Kew-19137|Fis-54704|Lep-53983.0|Kew-326738|MOS-35111010|Alg-11657|Ves-1210|ITS-98128|Alg-40726|Ast-6123|ITS-606944|Dip-Syn-179218|ILD-508|ICH-90219267|Neu-1434|Ast-3946|Dip-59497|ITS-208403|Fis-116672|ITS-765066|ITS-714827|ITS-193506|Fis-5255|Ara-029599|ITS-745644|Neu-S-1504|ITS-624095|Ast-Syn-33188|ITS-501037|ITS-36828|ITS-116918,ITS-714812,ITS-30492	B. occidentalis,B. impatiens,Capsicum annuum	interaction:013:pollination	pollination	In North America, greenhouses have used commercial  B. occidentalis  (western species) and  B. impatiens  (eastern species) extensively for the pollination of tomato ( Solanum lycopersicon ) and bell pepper ( Capsicum annuum ) crops  [29] ,  [30] ,  [31] .
Ecology	PLoS_ONE_2008_Jul_23_3(7)_e2771	10.1371/journal.pone.0002771	ITS-714812,ITS-714828	B. impatiens,bumble bees	interaction:013:pollination	pollination	However, in a preliminary study conducted  outside  of the native range of  B. impatiens  (British Columbia, Canada), we found numerous workers of this species (17 collected per hour) on wildflowers near two industrial greenhouses that use commercial hives for pollination (unpublished data), suggesting that commercial bumble bees are indeed escaping and foraging outside greenhouses.
Ecology	PLoS_ONE_2008_Jul_23_3(7)_e2771	10.1371/journal.pone.0002771	ITS-714828,ITS-180092	bumble bees,human	interaction:012:invasion	invasion	More broadly, the spillover of pathogens from commercial to wild bumble bees is an example of human-mediated pathogen invasion, which has been implicated in wildlife declines and extinction events over the past 40,000 years  [6] ,  [56] ,  [57] .
Ecology	PLoS_One_2011_Jul_19_6(7)_e21830	10.1371/journal.pone.0021830	URM-Cn-4798,Fis-25431	A. palmata,Buck	interaction:020:limiting	limited	Overall the combined low disease prevalence, limited number of (large) clusters, and wide distribution of significantly significant WBD clusters suggests WBD may “persist as a ubiquitous, chronic stress,” as was suggested by Grober-Dunsmore et al. [75]  for the  A. palmata  in their study area (which surrounded the island of St. John, located just north of Buck Island in the USVI).
Ecology	PLoS_One_2011_Aug_24_6(8)_e24062	10.1371/journal.pone.0024062	ITS-70419,ITS-98734	Littorina littorea,Carcinus maenas	interaction:016:herbivory,interaction:007:competition	herbivory,competition	Previous experimental work conducted in Helgoland suggested that herbivory by  Littorina littorea  and competition for space between mussels and  Fucus  spp. structured communities at middle elevations, while predation by  Carcinus maenas  shaped communities at low elevations  [53] .
Ecology	PLoS_One_2011_Aug_24_6(8)_e24062	10.1371/journal.pone.0024062	Alg-24,MOS-35182491|Alg-85,Fis-29740|Fis-23401,Alg-19519,Alg-24,FLO-s13471|Alg-84|ITS-685266	M. stellatus,F. serratus,Bunker,Chondrus crispus,M. stellatus,F. evanescens	interaction:006:affecting	affects	On the other hand, increased cover of  M. stellatus  negatively influences post-settlement mortality of  F. serratus  at Bunker  [64] , in a similar way as  Chondrus crispus , morphologically similar to  M. stellatus , affects recruitment of  F. evanescens  in eastern Canada  [65] .
Ecology	PLoS_One_2011_Aug_16_6(8)_e23352	10.1371/journal.pone.0023352	ITS-180092,Fis-26588|Fis-26587	human,DRC	interaction:024:relationship	relationships	10.1371/journal.pone.0023352.g005 Figure 5 Principal coordinate plot based on genera frequencies showing relationships among the oral microbiome composition in Batwa Pygmy and human groups from DRC and SL.
Ecology	PLoS_One_2010_Feb_5_5(2)_e9082	10.1371/journal.pone.0009082	BIO-sp2-218,ITS-180092	C. jejuni,human	interaction:023:host,interaction:023:host	host,hosts	Although it is a diverse multi-host pathogen, there are sets of  C. jejuni  genotypes that seem restricted to certain hosts, and some genotypes are associated more often with human disease than others  [14] – [16] .
Ecology	PLoS_One_2010_Feb_5_5(2)_e9082	10.1371/journal.pone.0009082	BIO-sp2-218,ITS-180092	C. jejuni,human	interaction:023:host	hosts	However, serotyping and genotyping of isolates have shown that the largest proportion of  C. jejuni  genotypes occurring in wild birds are restricted to these hosts, and that only a minority of genotypes are shared between human/poultry and wild birds  [11] – [13] ,  [17] – [20] .
Ecology	PLoS_One_2010_Feb_5_5(2)_e9082	10.1371/journal.pone.0009082	ITS-180092,ITS-563604	human,Song Thrush	interaction:012:invasion	invasive	Interestingly, both the human and the Song Thrush isolates migrated better than the 81–176 strain in soft agar, were more invasive in the gentamicin resistance assay, and triggered higher cytokine responses in INT407 cells.
Ecology	PLoS_One_2010_Feb_5_5(2)_e9082	10.1371/journal.pone.0009082	ITS-559964,ITS-180092	European Robins,human	interaction:027:impairing	impaired	Together these results suggest that both infecting isolates can be considered virulent, and hence, that the lack of colonization of the European Robins with the human isolate cannot be attributed to impaired virulence or non-functional flagella.
Ecology	PLoS_One_2010_Feb_5_5(2)_e9082	10.1371/journal.pone.0009082	ITS-559964,BIO-sp2-218,ITS-180092,BIO-sp2-218	European Robins,C. jejuni,human,C. jejuni	interaction:020:limiting	limited	Although this study is limited, it indicates that European Robins are poor bacterial reservoirs for  C. jejuni  and that they likely are of little importance for human  C. jejuni  epidemiology.
Ecology	PLoS_One-4-10-2757899	10.1371/journal.pone.0007416	ITS-573082,ITS-180092	chimpanzee,human	interaction:015:interaction	interactions	One of the important points of the present study is that we analyzed interactions between conspecific partners, and not between a chimpanzee and a human partner.
Ecology	PLoS_One-4-10-2757899	10.1371/journal.pone.0007416	ITS-573082,ITS-180092	chimpanzees,human	interaction:015:interaction	interactions	These results have suggested that such chimpanzees' communicative interactions are specific to contexts involving human partners but not conspecific partners.
Ecology	PLoS_One-4-10-2757899	10.1371/journal.pone.0007416	ITS-573082,ITS-180092,ITS-573082,ITS-573082	chimpanzees,human,chimpanzee,chimpanzees	interaction:024:relationship,interaction:007:competition	relationship,competition	In contrast to that characterizing chimpanzees, the relationship between a human experimenter and a chimpanzee is generally characterized by absence of competition, as well as reinforcement of compliant behavior, two factors potentially favoring chimpanzees' motivation to help even if unrewarded or solicit help when required  [14] .
Ecology	PLoS_One-4-10-2757899	10.1371/journal.pone.0007416	ITS-573082,ITS-180092	chimpanzees,human	interaction:015:interaction	interaction	Previous studies which reported reciprocity in chimpanzees  [37] – [39]  and other non-human primates  [40] – [43]  have unfortunately not fully paid attention to recipients' behavior nor communicative interaction.
Ecology	PLoS_One_2011_Aug_25_6(8)_e23705	10.1371/journal.pone.0023705	Fis-23358|Fis-23770|Fis-23497|Fis-150745|Fis-23774|Fis-23088|Fis-23765|Fis-30595|Fis-23766|Fis-30087|Fis-30592|Fis-30463|Fis-53763|Fis-23533|Fis-23534|Fis-22945|Fis-54081|Fis-23339|Fis-4775,Fis-22835	sardines,SBT	interaction:014:eating	fed	SBT were fed frozen sardines at an average rate of 0.8 kg SBT −1  day −1  for their entire ranching period.
Ecology	PLoS_One_2011_Aug_25_6(8)_e23705	10.1371/journal.pone.0023705	ITS-54934,ITS-89248,ITS-89152	Hexostoma thynni,Pseudocycnus appendiculatus,Euryphorus brachypterus	interaction:005:parasitism	parasites	There was no effect of sampling date or location on the mean intensity of  Caligus  sp.. No differences were found in prevalence, mean intensity, or mean abundance of gill parasites ( Hexostoma thynni, Pseudocycnus appendiculatus,  and  Euryphorus brachypterus ) ( Table 3 ).
Ecology	PLoS_One_2011_Aug_25_6(8)_e23705	10.1371/journal.pone.0023705	Kew-303168|Fis-12525|Kew-303016|Kew-40417|Scr-14-.00-.02-.00-.004-.000-.059-.-|ICH-90224924|Ast-Syn-14550|Kew-330603|Kew-32381|Kew-226713|Lep-248708.0|Fis-7377|Alg-61895|Lep-264925.0|Lep-138443.0|Ast-Syn-28441|Ast-Syn-28454|Ara-009697|Wtx-13842|Lep-21941.0|ITS-201026|Fis-136821,Fis-22835	C. forsteri,SBT	interaction:020:limiting	limited	Our results do not provide scientific evidence for the role of  C. forsteri  in SBT mortality or health effects due to the large number of differences between the offshore and the traditional near shore ranching environments and the limited number of sampling dates.
Ecology	PLoS_One_2011_Aug_25_6(8)_e23705	10.1371/journal.pone.0023705	Fis-29184,Fis-29184,Fis-22835	Degen's leatherjacket,Thamnaconus degeni,SBT	interaction:014:eating	feeding	The reservoir of  Caligus , Degen's leatherjacket ( Thamnaconus degeni )  [9] , which are commonly attracted to the SBT grow-out cages during feeding  [10] ,  [24] ,  [26] .
Ecology	PLoS_One_2011_Aug_25_6(8)_e23705	10.1371/journal.pone.0023705	Fis-23592|Fis-30240,Fis-22835,Fis-22835	scavengers,SBT,SBT	interaction:018:scavenging,interaction:015:interaction	scavengers,interactions	These fish are benthic scavengers, and it has been suggested moving SBT into deeper water may reduce interactions between SBT and the source of the  Caligus , therefore reducing infection rates  [26] .
Ecology	PLoS_One_2011_Jan_26_6(1)_e14519	10.1371/journal.pone.0014519	BIO-nm.179,BIO-nm.181,BIO-nm.184,BIO-nm.180,BIO-nm.186	M. bourgensis,M. marisnigri,M. palmolei,M. chikugoensis,M. thermophilus	interaction:024:relationship	relationship	Most variants show close relationship to  M. bourgensis ; only variant VAR2 was placed in another branch formed by  M. marisnigri ,  M. palmolei ,  M. chikugoensis  and  M. thermophilus .
Ecology	PLoS_One_2010_Dec_15_5(12)_e14324	10.1371/journal.pone.0014324	ITS-183805|Fis-29962,ITS-180092	Tiger,man	interaction:012:invasion	invasive	If this hypothesis will be proved the epidemicity of USUV should be reconsidered, taking into account the uninterrupted spread of Tiger mosquito in the world and the abundance of this invasive species in man-made environments, moreover the health risk connected to the presence of this exotic mosquito will be reconfirmed  [33] .
Ecology	PLoS_One_2009_Jul_15_4(7)_e6262	10.1371/journal.pone.0006262	URM-Cn-5596,URM-Cn-5592	M. faveolata,M. annularis	interaction:002:symbiosis	symbiotic	Previously, Thornhill et al. [31] ,  [33]  tracked symbiotic associations in tagged colonies of nine coral species, including  M. faveolata  and  M. annularis .
Ecology	PLoS_One_2009_Jul_15_4(7)_e6262	10.1371/journal.pone.0006262	URM-Cn-5596,URM-Cn-5592	M. faveolata,M. annularis	interaction:023:host,interaction:002:symbiosis,interaction:023:host	host,symbiont,host	This observation, along with earlier population genetic and host association studies of this symbiont “type” in the western Atlantic Ocean  [22] – [24] ,  [34] , led us to hypothesize that the  Symbiodinium  “type” B1 populations of  M. faveolata  and  M. annularis  would exhibit endemism to particular reefs, host specificity and within-colony stability through time.
Ecology	PLoS_One_2009_Jul_15_4(7)_e6262	10.1371/journal.pone.0006262	URM-Cn-5596,URM-Cn-5592	Montastraea faveolata,M. annularis	interaction:002:symbiosis	symbiotic	Methods Study sites and collection of  Montastraea faveolata  and  M. annularis Three reefs in the Upper Florida Keys, U.S. and two reefs in the Exuma Cays, Bahamas were selected for monitoring of symbiotic associations ( Fig. 1 ).
Ecology	PLoS_One_2009_Jul_15_4(7)_e6262	10.1371/journal.pone.0006262	URM-Cn-5596,URM-Cn-5592	M. faveolata,M. annularis	interaction:023:host	host	Along with this, we calculated the probability of identity (PI), or probability that two unrelated host individuals would (by chance alone) have the same multilocus  Symbiodinium  genotype, for both the  M. faveolata  and  M. annularis  datasets in G en A l E x  v6.2  [43] .
Ecology	PLoS_One_2009_Jul_15_4(7)_e6262	10.1371/journal.pone.0006262	URM-Cn-5596,URM-Cn-5592	M. faveolata,M. annularis	interaction:002:symbiosis	symbiont	In the remaining colonies with two or three symbiont genotypes ( M. faveolata  with two [ n  = 7] or three genotypes [ n  = 4];  M. annularis  with two genotypes [ n  = 6]), these tended to temporally alternate and/or were maintained as a mixed population ( Fig. 2 ).
Ecology	PLoS_One_2009_Jul_15_4(7)_e6262	10.1371/journal.pone.0006262	URM-Cn-5596,URM-Cn-5592,URM-Cn-5596	M. faveolata,M. annularis,M. faveolata	interaction:002:symbiosis	symbioses	Within this context, little variation was observed in the ITS2-type of  Symbiodinium  associated with either  M. faveolata  or  M. annularis  over the course of the 2005 bleaching episode, with colonies continuing to maintain symbioses with either  Symbiodinium  ITS2 “types” B1 or B10 ( Tables S1 – S2 ; note the detection of ITS2 “type” D1a in one colony of  M. faveolata )  [31] .
Ecology	PLoS_One_2009_Jul_15_4(7)_e6262	10.1371/journal.pone.0006262	URM-Cn-2279,URM-Cn-2133	Pseudopterogorgia elisabethae,Gorgonia ventalina	interaction:023:host	host	These findings are consistent with reports of strong differentiation between  Symbiodinium  “type” B1 populations from other Caribbean host species, such as the gorgonians  Pseudopterogorgia elisabethae   [22]  and  Gorgonia ventalina   [23] – [24]  in the Bahamas and Florida Keys, respectively.
Ecology	PLoS_One_2009_Jul_15_4(7)_e6262	10.1371/journal.pone.0006262	URM-Cn-2279,URM-Cn-2133,URM-Cn-1600,URM-Cn-5596,URM-Cn-5592,URM-Cn-5983	P. elisabethae,G. ventalina,S. flexibilis,M. faveolata,M. annularis,P. meandrina	interaction:002:symbiosis	symbionts	Specifically, although  P. elisabethae ,  G. ventalina ,  S. flexibilis ,  M. faveolata , and  M. annularis  acquire their symbionts horizontally from the environment  [22] ,  [24] – [25] ,  [27] ,  [34] ,  P. meandrina  transmits  Symbiodinium  vertically from maternal parent to offspring  [26] .
Ecology	PLoS_One_2009_Jul_15_4(7)_e6262	10.1371/journal.pone.0006262	URM-Cn-5596,URM-Cn-5592	M. faveolata,M. annularis	interaction:023:host	host	Symbiodinium  specificity within and among host species At the population level,  M. faveolata  and  M. annularis  in the Upper Florida Keys harbored distinct  Symbiodinium  “type” B1 genotypes ( Table 4 ).
Ecology	PLoS_One_2009_Jul_15_4(7)_e6262	10.1371/journal.pone.0006262	URM-Cn-5596,URM-Cn-5592	M. faveolata,M. annularis	interaction:022:hybridising	hybridization	Based on molecular genetic and morphological evidence, Fukami et al. [66]  reported higher frequencies of introgression between  M. faveolata  and  M. annularis  in the Bahamas relative to Panama, suggesting the existence of a geographic gradient in hybridization between closely related  Montastraea  across the Caribbean  [see also 67] .
Ecology	PLoS_One_2009_Jul_15_4(7)_e6262	10.1371/journal.pone.0006262	URM-Cn-5596,URM-Cn-5592	M. faveolata,M. annularis	interaction:022:hybridising	hybridize	Given this, it is conceivable that  M. faveolata  and  M. annularis  hybridize less frequently in the Upper Florida Keys compared to the Exuma Cays and anecdotal observations of  Montastraea  spp. coralite morphology support this conjecture (D.J.
Ecology	PLoS_One_2009_Jul_15_4(7)_e6262	10.1371/journal.pone.0006262	URM-Cn-5596,URM-Cn-5592	M. faveolata,M. annularis	interaction:023:host	host	Thus, while bleaching has been postulated to drive acclimatization through changes in host- Symbiodinium  associations  [e.g., 73] – [74] , no support for this hypothesis is evident in these data from  M. faveolata , and  M. annularis .
Ecology	PLoS_One_2010_Aug_30_5(8)_e12480	10.1371/journal.pone.0012480	Con-2395,Con-2948	Larix decidua,Pinus cembra	interaction:015:interaction	interaction	A plant-fire functional interaction The current pattern of land-use abandonment that characterizes European alpine areas results in the build-up of woody fuel and alters forest dynamics in such a way that  Larix decidua  is generally initially promoted  [37] ,  [38]  followed by  Pinus cembra  later in the succession  [39] ,  [40] .
Ecology	PLoS_One_2010_Aug_30_5(8)_e12480	10.1371/journal.pone.0012480	Con-2948,Con-2395,Con-2948	Pinus cembra,Larix decidua,Pinus cembra	interaction:015:interaction	interactions	Conclusion Present-day mixed  Pinus cembra - Larix decidua  woodlands have formed natural subalpine ecosystems in our study area for at least 8000 years as a result of complex interactions and processes, including a fire return interval of ca. 300 years  [27] ,  [45]  and the presence of  Pinus cembra  biomass which drives the fire frequency (present study).
Ecology	PLoS_One-5-8-2917359	10.1371/journal.pone.0012053	ICH-90215764,ASF-1845,ITS-41443,ASF-2723,ITS-29588	Adialytus arvicola,Sipha maydis,A. elatius,Cavariella aegopodii,A. sylvestris	interaction:023:host,interaction:023:host	host,host	Those two species were  Adialytus arvicola  (Stary), predominantly parasitizing the aphid  Sipha maydis  (aphid nomenclature follows Stresemann  [38] ) on the host plant  A. elatius ; and  Trioxys brevicornis  (Haliday), predominantly parasitizing the aphid  Cavariella aegopodii  on the host plant  A. sylvestris .
Ecology	PLoS_One-5-8-2917359	10.1371/journal.pone.0012053	ICH-90215769,ILD-5535	Lysiphlebus fabarum,T. pratense	interaction:011:exclusion	excluded	One parasitoid species,  Lysiphlebus fabarum  (Marshall) which parasitized the aphid  Aphis scaliai  on the legume  T. pratense , reproduces predominantly asexually in Europe  [40]  and was excluded from the analysis of proportions of females.
