subject	article_name	doi	species_id	species_name	interaction_id	interaction_name	sentence	Good data	Notes
Ecology	PLoS_ONE-3-7-2444036	10.1371/journal.pone.0002702	Sol-4204,ITS-30571,BIO-nm.2576,BIO-nm.2674,BIO-nm.2638,BIO-nm.1587,BIO-nm.2606	S. nigrum,N. attenuata,Pseudomonas brassicacearum,Pseudomonas putida,Pseudomonas marginalis,Methylobacterium fujisawaense,Pseudomonas fluorescens	interaction:003:mutualism	mutualistic	10.1371/journal.pone.0002702.g005 Figure 5 Reproductive growth and fitness responses of  S. nigrum  and  N. attenuata  plants to known mutualistic bacterial strains ( Pseudomonas brassicacearum  D13227,  Bacillus pumilis  D1794,  Pseudomonas putida  D50194,  Pseudomonas marginalis  D50276,  Methylobacterium fujisawaense  D5686 and  Pseudomonas fluorescens  D8568).	Y	
Ecology	PLoS_ONE-3-7-2444036	10.1371/journal.pone.0002702	Sol-4204,ITS-30571	S. nigrum,N. attenuata	interaction:023:host,interaction:023:host	host,host	We found no significant differences in how successfully endophytic bacteria colonize the host,  S. nigrum , and the non-host,  N. attenuata .	N	missing participant
Ecology	PLoS_One_2010_Mar_9_5(3)_e9592	10.1371/journal.pone.0009592	Dip-70592,Kew-247310|Kew-328840|Fis-9814|OSF-14003|Chi-s1545|SF-385438|Lep-108815.0|Kew-91914|Ara-010673|Lep-59719.0|OSF-14132,OSF-S-8317|Alg-62357|OSF-14106,Lep-54092.0|OSF-2722|OSF-14025|OSF-2719|OSF-14153|Myr-2001904|ICH-90202648	O. ochracea,G. rubens,G. firmus,G. integer	interaction:026:attacking	attacked	In related species attacked by  O. ochracea , Walker and Wineriter  [9]  found that approximately 10% of  G. rubens  and 10% of  G. firmus  females collected by systematic search were parasitized, and Adamo et al. [17]  found that 3.2% of  G. integer  females that responded to male song broadcasts were parasitized.	Y	
Ecology	PLoS_One_2010_Nov_3_5(11)_e13787	10.1371/journal.pone.0013787	ITS-180483,Fis-22215|Fis-29358	belugas,dolphin	interaction:015:interaction	interactions	In contrast, our data, showing a left eye preference during calf-mother interactions in belugas, together with an earlier report on left-sided bias in dolphin's flipper-to-body contacts  [46]  indicate that the analysis of socially significant visual information occurs in whales in the right brain hemisphere.	N	within species interaction
Ecology	PLoS_One_2010_Oct_27_5(10)_e13686	10.1371/journal.pone.0013686	Fle-101960,ITS-632484	Synosternus cleopatrae,Xerus inauris	interaction:023:host,interaction:023:host,interaction:023:host,interaction:023:host,interaction:005:parasitism,interaction:023:host	host,hosts,hosts,hosts,parasite,hosts	However, the evidence of the energetic effect of fleas on the host is equivocal as, at least in one case ( Gerbillus andersoni  infested with the flea  Synosternus cleopatrae ), parasitized hosts did not increase ADMR above that of non-parasitized hosts  [23]  and in another case, ( Xerus inauris  which was treated to remove endo- and ectoparasites) parasitized hosts had a resting metabolic rate lower than that of parasite-free hosts  [24] .	N	missing participant, species trigger problem
Ecology	PLoS_One_2011_Aug_8_6(8)_e23398	10.1371/journal.pone.0023398	SF-450228,ITS-173441	Batrachochytrium dendrobatidis,bullfrog	interaction:012:invasion	invasion	Due to the risk of invasion and/or pathogen transmission to native populations (e.g. Batrachochytrium dendrobatidis   [12]  and Ranavirus  [13] ) bullfrog tadpoles cannot be used outdoors, and the experiments were performed in aquariums (as in Ficetola et al. [5] ).	N	missing participant
Ecology	PLoS_ONE_2008_Jul_2_3(7)_e2544	10.1371/journal.pone.0002544	ITS-183805|Fis-29962,ITS-183805|Fis-29962,Fis-125529|ITS-180722	tiger,tiger,pigs	interaction:001:predatorprey	prey	In addition to loss and fragmentation of tiger habitat due to clear cutting for timber, conversion to agriculture, mining and infrastructure, Asia's rural poor are penetrating further into forests to harvest key tiger prey species such as deer and wild pigs  [5] ,  [6] .	Y	missing participant
Ecology	PLoS_One_2011_Jan_31_6(1)_e16491	10.1371/journal.pone.0016491	Fis-22765|Fis-22717|Fis-29447|Fis-23797|Fis-23290|Fis-27262,Fis-22836|Fis-22777|Fis-22832|Fis-22833|Fis-22754|Fis-29265|Fis-49220	billfish,tunas	interaction:014:eating	consumption	Estimates of the rate of consumption by highly migratory megafauna such as billfish, tunas and marine mammals would provide insight into the importance of mesopelagics as a source of food for megafauna, particularly along the shelf slope front, with implications for their recruitment and patterns of migration.	N	species list
Ecology	PLoS_One_2011_Jan_31_6(1)_e16491	10.1371/journal.pone.0016491	Cha-Syn-361|Cer-S-40257|Cer-S-162883|Scr-13-.01-.01-.00-.010-.002-.001-.-|Cer-15941|Fis-120387|Wtx-3575|Dip-37232|Fis-10618|ITS-91600|Cer-21296|Scr-19-.03-.10-.01-.017-.000-.035-.-|CCW-10794|Dip-120603|Wtx-15835|Dip-71907|Ara-013061|SF-325047|Por-169566|OSF-1945|Ara-031759|ITS-717299|Ara-036541|Ara-005189|WBD-Eup-78|Cer-S-158793|Myr-2025969|ITS-103814|OSF-1942|Lep-115350.0|Cer-9145|ICH-90220788|Rot-2154|FLO-t15087|Ast-Syn-19400|ITS-158247|Dip-69192|Wtx-77142|CCW-15250|Wtx-47485|Sal-10185|Scr-14-.00-.06-.00-.071-.000-.003-.-|ITS-766479|Ara-021242|Cer-29682|ITS-155959|Wtx-56894,ITS-86209	T. inermis,M. norvegica	interaction:001:predatorprey	prey	Thysanoessa longicaudata ,  T. inermis  and the large  M. norvegica  are broadly distributed, and the latter two are abundant and probably have significant roles as planktivores and as prey for fish and other organisms.	N	species list
Ecology	PLoS_One_2011_Jan_31_6(1)_e16491	10.1371/journal.pone.0016491	Fis-23774|Fis-62868|Fis-30087|Fis-22989|Fis-23327|Fis-23571|Fis-153539|Fis-23535|Fis-54081|Fis-19897|Fis-23574|Fis-150747|Fis-23497|Fis-23686|Fis-22847|Fis-29344|Fis-30592|Fis-30462|Fis-23333|Fis-23568|Fis-23569|Fis-23564|Fis-61884|Fis-30429|Fis-23595,Fis-29508	herring,mackerel	interaction:014:eating,interaction:001:predatorprey	feeding,prey	Possible consequences of this change are mismatches with the primary production cycle, with the seasonal presence of larval fish that may rely on the early developmental stages of  Calanus  as a primary food source, and with seasonal feeding cycles of planktivorous fish such as herring and mackerel that prey on older copepodid stages.	N	missing participant
Ecology	PLoS_One_2011_Jan_31_6(1)_e16491	10.1371/journal.pone.0016491	ITS-85272,Fis-23774|Fis-62868|Fis-30087|Fis-22989|Fis-23327|Fis-23571|Fis-153539|Fis-23535|Fis-54081|Fis-19897|Fis-23574|Fis-150747|Fis-23497|Fis-23686|Fis-22847|Fis-29344|Fis-30592|Fis-30462|Fis-23333|Fis-23568|Fis-23569|Fis-23564|Fis-61884|Fis-30429|Fis-23595,Fis-29508,Fis-29618|Fis-29619|Fis-29267|Fis-29620,Fis-22835|Fis-123736|Fis-49220	C. finmarchicus,herring,mackerel,sand lance,bluefin tuna	interaction:014:eating	feed	Substantial reduction in  C. finmarchicus  abundance in the Gulf of Maine could trigger a regional ecosystem shift, because it is the most prominent, lipid-rich energy source for planktivorous species such as herring, mackerel, sand lance, northern right whales, and phalaropes, and an indirect energy source for large pelagics such as bluefin tuna that feed on planktivorous forage nekton  [120] [121] .	Y	
Ecology	PLoS_One_2011_Jul_21_6(7)_e22192	10.1371/journal.pone.0022192	Fis-125529|ITS-180722,ITS-180092	pig,human	interaction:023:host	host	We tested the following hypotheses: 1) the environmental drivers of JEV transmission were the same before and after the 2005 epidemic, 2) lagged monthly temperature and precipitation variables predict JE incidence better than annual climate variables and 3) in Nepal, JEV transmission is related to agricultural, land-cover and land-use patterns (i.e. pig-to-human ratio, percentage irrigated land and deciduous tree cover, grassland cover and cropland cover) that are associated with transmission cycles involving the life history of the mosquito vector and availability of the reservoir host.	N	missing participant
Ecology	PLoS_One_2011_Jul_21_6(7)_e22192	10.1371/journal.pone.0022192	Fis-125529|ITS-180722,ITS-180092	pig,human	interaction:024:relationship	relationship	In 2007, a statistically significant unimodal relationship between JE incidence and pig-to-human ratio emerged.	N	
Ecology	PLoS_One_2011_Jul_21_6(7)_e22192	10.1371/journal.pone.0022192	Fis-125529|ITS-180722,ITS-180092	pig,human	interaction:024:relationship	relationship	Furthermore, JE incidence seemed to have a unimodal relationship with pig-to-human ratio.	N	
Ecology	PLoS_ONE-1-1-1762323	17183696	ITS-180092,Fis-24927|Fis-23673|Fis-23414|Fis-23672|Fis-21116|Fis-47571	humans,runners	interaction:007:competition,interaction:006:affecting	competing,affect	Arguably, this conclusion should apply to all mammals, except maybe for present-day humans, in which muscle n-6 PUFA content of competing runners might be decisive for the outcome of short-distance races, but will hardly affect their fitness in the evolutionary sense of the word.	N	species trigger problem
Ecology	PLoS_One_2011_May_31_6(5)_e20538	10.1371/journal.pone.0020538	Dip-40640|ITS-599613|ILD-16492-13624|ITS-85136|Neu-15076|OSF-S-10338|Kew-233591|Ast-21022|SF-240327|COO-n2967|Con-1176|Alg-34629|Kew-223379|OSF-7006|Lep-82678.0|Kew-33058|Rep-Syn-14141|ITS-543600|Cer-S-37188|OSF-18680|Kew-368236|Neu-S-3471|Kew-34592|Kew-367858|CCW-1189|Alg-33244|Alg-41161|ITS-760744|COO-n2978|COO-n2976|Kew-47127|OSF-S-10691|Dip-132374|COO-n2974|COO-n2972|Cer-S-35993|Scr-7880-19-.03-.06-.01-.019-.000-.059-.-|Ast-7966|Alg-52875|ITS-684574|Rot-434|ILD-1142-642|Alg-35876|Kew-235408|Kew-34782|Lep-31073.0|OSF-18362|FLO-s18079|ITS-616701|ITS-61323|Lep-283592.0|ILD-8620-7276|Kew-54696|Con-1843|Kew-39568|Kew-46210|Alg-21488|Dip-Syn-131693|COO-n2151|COO-t2966|Alg-12388|Cer-S-19889|ITS-34727|ITS-92754|OSF-6984|Fis-2881|FLO-s18922|Kew-32501|Cer-S-44001|Alg-58393|Scr-7899-19-.03-.06-.01-.019-.000-.059-.-|ITS-75975|Lep-259242.0,ITS-574646,ITS-578432|OSF-S-16874|OSF-S-17205|ITS-574692	C. obtusa,Azteca alfari,A. ovaticeps	interaction:023:host,interaction:001:predatorprey	host,prey	In these areas,  C. obtusa  is mostly associated with  Azteca alfari  and  A. ovaticeps  whose colonies exploit MÃ¼llerian bodies ( Fig. 1A ), tend hemipterans in the host tree domatia and prey on insects landing on the leaves  [42] .	Y	missing participant
Ecology	PLoS_One_2011_Jul_5_6(7)_e14819	10.1371/journal.pone.0014819	Fis-30500,Fis-30500,Fis-126833	guppies,guppies,C. frenata	interaction:001:predatorprey,interaction:001:predatorprey,interaction:020:limiting	predators,predators,limited	Large guppies are likely to be preferentially targeted by their predators  [25] , as they have a higher calorific value than small guppies, and major predators such as  C. frenata  are unlikely to be gape limited  [35] .	Y	
Ecology	PLoS_One_2011_Jul_5_6(7)_e14819	10.1371/journal.pone.0014819	Fis-126833,Fis-30500	Crenicichla frenata,guppies	interaction:001:predatorprey,interaction:014:eating	predators,consume	Guppies are sympatric with a variety of aquatic predators: the most significant of these is  Crenicichla frenata  which is large enough to consume even the largest guppies.	Y	
Ecology	PLoS_One_2011_Jul_5_6(7)_e14819	10.1371/journal.pone.0014819	Fis-30500,Fis-25299	guppy,Rivulus hartii	interaction:001:predatorprey	predators	Other, more minor guppy predators include  Aequidens pulche r,  Rivulus hartii  and  Macrobrachium  spp (a freshwater prawn)  [35] ,  [46] ,  [47] .	Y	species list
Ecology	PLoS_One_2011_Jul_5_6(7)_e14819	10.1371/journal.pone.0014819	Fis-30500,Fis-126833,ICH-90188401|Lep-201608.0|Fis-143151|Myr-2038850|ICH-90192847|ITS-543116|Fis-17421|Fis-122618|Rep-Syn-10940|ICH-90215521|Dip-179148|Cha-Syn-478|Dip-90237|ITS-61102|Cer-S-132112|Cha-2445|Sal-7698|ILD-25402|ICH-90196351|Cha-988|Myr-2027963|Fis-4656|ITS-57548|Cer-S-14660|Dip-117156|ICH-90228396|ITS-661706|Fis-33383|Kew-8511|Fis-25276|Ara-003311|Oph-245376|Fis-116589|Ast-Syn-7662,Fis-25299	guppies,C. frenata,A. pulcher,R. hartii	interaction:001:predatorprey,interaction:001:predatorprey	predators,predator	Predation risk was assessed according to the abundance of the various predators observed, in order of risk to guppies  [35] ,  [46] ,  [49] :  C. frenata  is considered the most dangerous, followed by  A. pulcher ,  R. hartii  and finally  Macrobrachium  spp. Predator abundances and ranks assigned to each river are shown in  table 2 .	Y	species list
Ecology	PLoS_One_2011_Jul_5_6(7)_e14819	10.1371/journal.pone.0014819	Fis-126833,Fis-30500	C. frenata,guppy	interaction:001:predatorprey	predator	Rivers were first ranked according to abundance of the most dangerous predator,  C. frenata  (the mean number of approaches to the stimulus guppy recorded across the 5 pools for each river; â€˜mean abundanceâ€™ in  table 2 ).	Y	
Ecology	PLoS_One-5-8-2915914	10.1371/journal.pone.0011932	ITS-624245,ITS-624245,ITS-624246,ITS-624274	Artemia parthenogenetica,A. parthenogenetica,A. urmiana,A. tibetiana	interaction:024:relationship	relationships	10.1371/journal.pone.0011932.g004 Figure 4 Phylogenetic relationships between diploid  Artemia parthenogenetica  ( A. parthenogenetica  in the tree) and its sexual relatives  A. urmiana ,  A. tibetiana , and  Artemia  sp.	Y	interaction trigger problem
Ecology	PLoS_One-5-8-2915914	10.1371/journal.pone.0011932	ITS-624246,ITS-624245	A. urmiana,A. parthenogenetica	interaction:024:relationship	relationships	In addition, the close relationships between parthenogens, the sexual species from Kazakhstan and  A. urmiana  indicate, from a biogeographic perspective, that diploid  A. parthenogenetica  originated within a region of Central Asia around Iran and Kazakhstan.	Y	interaction trigger problem
Ecology	PLoS_One-5-8-2915914	10.1371/journal.pone.0011932	Ast-Syn-23084|Alg-23758|Alg-37144|Ast-Syn-29352|Ast-Syn-18912|ITS-83691|SF-132847|Kew-9044|SF-459725|FLO-t18256|Kew-15156|Alg-53225,ITS-624245	A. salina,A. parthenogenetica	interaction:024:relationship	relationships	Although, under experimental conditions, diploid parthenogenetic  Artemia  are able to colonize habitats already occupied by the sexual sympatric  A. salina  and to displace them  [41] ,  [42] , the ecological relationships between diploid  A. parthenogenetica  and their sexual relatives are poorly known.	Y	
Ecology	PLoS_One-5-8-2915914	10.1371/journal.pone.0011932	Ros-7049|Kew-4986|Cer-sp2-42|Dip-Syn-77407|Lep-36401.0|Dip-121496|OSF-S-3709|Dip-22865|Cer-S-132787|Lep-230513.0|Cer-S-6025|Lep-34405.0|ITS-624262|OSF-8495|Dip-Syn-77656|Alg-54075|OSF-6222|Oph-242642|OSF-S-5222|Lep-135175.0|Cer-S-6693|OSF-S-3576|ITS-717275|OSF-S-5225|OSF-S-5449|OSF-6203|Cer-S-14540|Cer-22943|Dip-77572|Ple-251|IOP-568916|Kew-274898|Lep-87257.0|Neu-15451|Ast-25298|BSF-3637,ITS-83692|Lep-87911.0|ITS-698905|Alg-26650|ITS-184509	A. sinica,A. franciscana	interaction:024:relationship	relationships	The evolutionary relationships of the parthenogens and their closest Central Asian sexual relatives were reconstructed using  A. sinica  and  A. franciscana  as outgroups.	Y	interaction trigger problem
Ecology	PLoS_One_2011_Apr_15_6(4)_e18520	10.1371/journal.pone.0018520	Alg-51616,Alg-51927	Dunaliella tertiolecta,Tetraselmis suecica	interaction:014:eating	feeding	Amphioxus embryos were cultured in Petri dishes until                    they were 1 month old (8â€“10 gill slits) at a constant temperature of                    20Â°C and daily feeding with 30,000â€“80,000 cells/ml/day of mixed algae                    (1/3 of  Dunaliella tertiolecta , 1/3 of  Isochrysis                        galbana , and 1/3 of  Tetraselmis suecica ).	Y	
Ecology	PLoS_One_2011_May_19_6(5)_e19807	10.1371/journal.pone.0019807	URM-Cn-3265|ITS-766144|Cha-8280|ICH-90212719|CCW-3055|Wtx-67977|OSF-25526|Cer-S-61017|Dip-90808|Dip-Syn-47309|Cer-S-57826|ITS-67585|ITS-765941|ITS-696542|Wtx-31634|Dip-57653|Rep-Syn-5634|ITS-716719|Cer-S-54874|Dip-150379|OSF-22277|Hex-189747|OSF-S-19101|Cer-S-59004|Lep-32150.0|Cha-Syn-10950|Scr-9810-19-.03-.06-.01-.042-.001-.002-.-|Lep-42042.0|Cha-Syn-9651|Rep-Syn-11343|ITS-765772|Rep-Syn-5621|Lep-63409.0|Lep-57935.0|ITS-113872|FLO-t17864|ICH-90183843,ITS-180092	E. collaris,human	interaction:006:affecting	affected	In 2000 the entire population of collared lemurs,  E. collaris , of the Mandena region (MAN) was moved from a forest fragment burned by human activity to a protected, though partially degraded fragment, affected by past logging and edge effect due to its small size  [46] .	Y	
Ecology	PLoS_One_2011_May_19_6(5)_e19807	10.1371/journal.pone.0019807	URM-Cn-3265|ITS-766144|Cha-8280|ICH-90212719|CCW-3055|Wtx-67977|OSF-25526|Cer-S-61017|Dip-90808|Dip-Syn-47309|Cer-S-57826|ITS-67585|ITS-765941|ITS-696542|Wtx-31634|Dip-57653|Rep-Syn-5634|ITS-716719|Cer-S-54874|Dip-150379|OSF-22277|Hex-189747|OSF-S-19101|Cer-S-59004|Lep-32150.0|Cha-Syn-10950|Scr-9810-19-.03-.06-.01-.042-.001-.002-.-|Lep-42042.0|Cha-Syn-9651|Rep-Syn-11343|ITS-765772|Rep-Syn-5621|Lep-63409.0|Lep-57935.0|ITS-113872|FLO-t17864|ICH-90183843,ITS-621973	E. collaris,C. ferox	interaction:025:killing	killed	In 2004 only, at least four  E. collaris  were killed by  C. ferox  in MAN  [47] .	Y	
Ecology	PLoS_One_2011_May_19_6(5)_e19807	10.1371/journal.pone.0019807	ITS-175514,ITS-175326	Polyboroides radiatus,Accipiter henstii	interaction:026:attacking	attacks	Small groups might also have suffered higher predation risk from large diurnal raptors, such as  Polyboroides radiatus  and  Accipiter henstii , both present in the two areas, although attacks were rarely reported  [47] .	N	missing participant, species list
Ecology	PLoS_One_2011_May_19_6(5)_e19807	10.1371/journal.pone.0019807	ITS-573034,ITS-572998,ITS-573029,ITS-572883	Theropithecus gelada,Cercopithecus cephus,Macaca tonkeana,Propithecus diadema	interaction:014:eating,interaction:014:eating	feeding,feeding	Low habitat quality is associated with increased feeding and decreased resting in baboons ( Theropithecus gelada   [63] ,  Papio cynocephalus   [64] ), while an increased feeding on leaves or some fall-back food is also observed in guenons ( Cercopithecus cephus   [5] ), macaques ( Macaca tonkeana   [65] ), and lemurs ( Propithecus diadema   [66] ) living in fragments.	N	missing participant, species list
Ecology	PLoS_One_2011_May_19_6(5)_e19807	10.1371/journal.pone.0019807	ITS-573036,ITS-573052,ITS-573025	C. guereza,Procolobus rufomitratus,Macaca silenus	interaction:014:eating	feeding	The opposite strategy has also been observed, with decreased feeding and increased resting in other  C. guereza  groups  [69] , in  Procolobus rufomitratus   [70] , and in  Macaca silenus   [71]  living in fragmented forests.	N	missing participant, species list
Ecology	PLoS_One-5-7-2908118	10.1371/journal.pone.0011635	Lep-283628.0|ILD-19740-16046|ILD-24159-21138|Coc-5238|Kew-36706|Kew-346536|Wtx-31826|Ros-26307|Por-178449|OSF-7142|ITS-72616|ILD-8766-7464|Ast-Syn-22948|Ast-Syn-8254|Ast-Syn-22947|Coc-4976|Dip-179958|Kew-331514|IOP-590261|Scr-1857-01-.01-.01-.00-.156-.000-.021-.-|Dip-17328|Scr-1901-01-.01-.01-.00-.156-.000-.021-.-|Dip-Syn-79048|Kew-303279|Kew-44981|Wtx-14625|Kew-53562|Ast-Syn-30173|Ros-39004|ILD-21682|Ast-22889|ITS-187742|Kew-38742|Ast-Syn-20031|IOP-575107|ICH-90205496|ITS-765415|Lep-195868.0|ILD-20745-16676|Zyg-311143|Lep-53987.0|Kew-364273|Lep-70525.0|Fis-128192|Ast-3931|Fis-29341|Kew-47863|Dip-132595|Coc-9149|Fis-148031|Kew-35126|ICH-90227944|Scr-19-.03-.06-.01-.003-.001-.003-.-|Cer-S-33305|Kew-35125|ITS-501140|Kew-303047|Ast-Syn-27743|Cer-S-27549|OSF-S-15289|Kew-302126|Dip-Syn-161572|IOP-588728|Kew-301882|OSF-7292|ITS-70329|Cha-4106|ITS-559301|Cer-27033|Fis-162591|Wtx-19461|ILD-21991|ITS-176009|Cer-S-43236|Kew-49606|OSF-26842|Kew-49607|Kew-34942|Kew-34941|Fis-134959|Kew-234581|Psy-3208|Fis-475|ITS-95623|Ast-Syn-33226|Ast-Syn-29170|Cer-S-32992|ITS-599532|Fis-145181|ICH-90221445|Fis-138132|Dip-137289|Dip-193297|FLO-t14035|PSF-S-2083|Lep-182714.0|Kew-34312|Ast-Syn-32915|OSF-26630|ICH-90194563|Lep-233568.0|Cer-S-39871|Lep-182151.0|Kew-225493|Por-170054|Kew-225492|Lep-67742.0|OSF-S-15730|Cha-Syn-15177|Dip-139847|Kew-223856|Alg-56295|Ros-44283|Dip-Syn-11919|Cer-S-132248|Fis-62372|ITS-198968|Ros-19741|Lep-159225.0|Lep-181635.0,Cha-1257	C. chinensis,Anisopteromalus calandrae	interaction:023:host	host	Here, using a well-characterised empirical system  [11] â€“ [14] , we explored the replicated metapopulation dynamics of two and three species host-parasitoid assemblages, using the bruchid beetles,  Callosobruchus maculatus ,  C. chinensis , and the parasitoid,  Anisopteromalus calandrae .	Y	missing participant
Ecology	PLoS_One-5-7-2908118	10.1371/journal.pone.0011635	ITS-187743,Lep-283628.0|ILD-19740-16046|ILD-24159-21138|Coc-5238|Kew-36706|Kew-346536|Wtx-31826|Ros-26307|Por-178449|OSF-7142|ITS-72616|ILD-8766-7464|Ast-Syn-22948|Ast-Syn-8254|Ast-Syn-22947|Coc-4976|Dip-179958|Kew-331514|IOP-590261|Scr-1857-01-.01-.01-.00-.156-.000-.021-.-|Dip-17328|Scr-1901-01-.01-.01-.00-.156-.000-.021-.-|Dip-Syn-79048|Kew-303279|Kew-44981|Wtx-14625|Kew-53562|Ast-Syn-30173|Ros-39004|ILD-21682|Ast-22889|ITS-187742|Kew-38742|Ast-Syn-20031|IOP-575107|ICH-90205496|ITS-765415|Lep-195868.0|ILD-20745-16676|Zyg-311143|Lep-53987.0|Kew-364273|Lep-70525.0|Fis-128192|Ast-3931|Fis-29341|Kew-47863|Dip-132595|Coc-9149|Fis-148031|Kew-35126|ICH-90227944|Scr-19-.03-.06-.01-.003-.001-.003-.-|Cer-S-33305|Kew-35125|ITS-501140|Kew-303047|Ast-Syn-27743|Cer-S-27549|OSF-S-15289|Kew-302126|Dip-Syn-161572|IOP-588728|Kew-301882|OSF-7292|ITS-70329|Cha-4106|ITS-559301|Cer-27033|Fis-162591|Wtx-19461|ILD-21991|ITS-176009|Cer-S-43236|Kew-49606|OSF-26842|Kew-49607|Kew-34942|Kew-34941|Fis-134959|Kew-234581|Psy-3208|Fis-475|ITS-95623|Ast-Syn-33226|Ast-Syn-29170|Cer-S-32992|ITS-599532|Fis-145181|ICH-90221445|Fis-138132|Dip-137289|Dip-193297|FLO-t14035|PSF-S-2083|Lep-182714.0|Kew-34312|Ast-Syn-32915|OSF-26630|ICH-90194563|Lep-233568.0|Cer-S-39871|Lep-182151.0|Kew-225493|Por-170054|Kew-225492|Lep-67742.0|OSF-S-15730|Cha-Syn-15177|Dip-139847|Kew-223856|Alg-56295|Ros-44283|Dip-Syn-11919|Cer-S-132248|Fis-62372|ITS-198968|Ros-19741|Lep-159225.0|Lep-181635.0,Cha-1257	Callosobruchus maculatus,C. chinensis,Anisopteromalus calandrae	interaction:023:host	host	Methods Experimental setup Replicated ( n â€Š=â€Š4) laboratory microcosms were used to explore the metapopulation dynamics of two and three species, host-parasitoid assemblages, using the bruchid beetles,  Callosobruchus maculatus ,  C. chinensis , and the parasitoid,  Anisopteromalus calandrae .	Y	
Ecology	PLoS_One-5-7-2908118	10.1371/journal.pone.0011635	ITS-187743,Lep-283628.0|ILD-19740-16046|ILD-24159-21138|Coc-5238|Kew-36706|Kew-346536|Wtx-31826|Ros-26307|Por-178449|OSF-7142|ITS-72616|ILD-8766-7464|Ast-Syn-22948|Ast-Syn-8254|Ast-Syn-22947|Coc-4976|Dip-179958|Kew-331514|IOP-590261|Scr-1857-01-.01-.01-.00-.156-.000-.021-.-|Dip-17328|Scr-1901-01-.01-.01-.00-.156-.000-.021-.-|Dip-Syn-79048|Kew-303279|Kew-44981|Wtx-14625|Kew-53562|Ast-Syn-30173|Ros-39004|ILD-21682|Ast-22889|ITS-187742|Kew-38742|Ast-Syn-20031|IOP-575107|ICH-90205496|ITS-765415|Lep-195868.0|ILD-20745-16676|Zyg-311143|Lep-53987.0|Kew-364273|Lep-70525.0|Fis-128192|Ast-3931|Fis-29341|Kew-47863|Dip-132595|Coc-9149|Fis-148031|Kew-35126|ICH-90227944|Scr-19-.03-.06-.01-.003-.001-.003-.-|Cer-S-33305|Kew-35125|ITS-501140|Kew-303047|Ast-Syn-27743|Cer-S-27549|OSF-S-15289|Kew-302126|Dip-Syn-161572|IOP-588728|Kew-301882|OSF-7292|ITS-70329|Cha-4106|ITS-559301|Cer-27033|Fis-162591|Wtx-19461|ILD-21991|ITS-176009|Cer-S-43236|Kew-49606|OSF-26842|Kew-49607|Kew-34942|Kew-34941|Fis-134959|Kew-234581|Psy-3208|Fis-475|ITS-95623|Ast-Syn-33226|Ast-Syn-29170|Cer-S-32992|ITS-599532|Fis-145181|ICH-90221445|Fis-138132|Dip-137289|Dip-193297|FLO-t14035|PSF-S-2083|Lep-182714.0|Kew-34312|Ast-Syn-32915|OSF-26630|ICH-90194563|Lep-233568.0|Cer-S-39871|Lep-182151.0|Kew-225493|Por-170054|Kew-225492|Lep-67742.0|OSF-S-15730|Cha-Syn-15177|Dip-139847|Kew-223856|Alg-56295|Ros-44283|Dip-Syn-11919|Cer-S-132248|Fis-62372|ITS-198968|Ros-19741|Lep-159225.0|Lep-181635.0	C. maculatus,C. chinensis	interaction:023:host	host	A total of four different bean renewal regimes were implemented in a factorial design: treatment â€˜aâ€™ was a weekly regime of three beans per patch; treatment â€˜bâ€™ incorporated a long term average of three beans per patch but delivered stochastically (independent Poisson distributed) each week; treatment â€˜câ€™ involved  C. maculatus  receiving two beans per patch and  C. chinensis  receiving four beans per patch (thus favouring the inferior host competitor); and in treatment â€˜dâ€™ the average resource levels of treatment â€˜câ€™ were delivered stochastically (Poisson) over successive weeks.	N	missing participant, species list, interaction trigger problem
Ecology	PLoS_One-5-7-2908118	10.1371/journal.pone.0011635	ITS-187743,Cha-1257	C. maculatus,A. calandrae	interaction:023:host,interaction:015:interaction,interaction:023:host	host,interaction,host	Top row: host ( C. maculatus , solid line) â€“ parasitoid ( A. calandrae , dotted line) interaction (patchwise weekly host resource renewal: (a) constant three beans, (b) Poisson average of three beans, (c) constant two beans and (d) Poisson average of two beans).	Y	
